FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2016-17,General,159,Depreciation,,208.0,162.0,,Depreciation | 208 | 162
2016-17,General,159,Interest on Loan Capital,,151.0,168.0,,Interest on Loan Capital | 151 | 168
2016-17,General,159,Interest on Working Capital& Interest on deposit from Consumers and Distribution System Users,,631.0,446.0,,Interest on Working Capital& Interest on deposit from Consumers and Distribution System Users | 631 | 446
2016-17,General,159,Other Finance Charges,,3.0,3.0,,Other Finance Charges | 3 | 3
2016-17,General,159,Provision for Bad and Doubtful Debts,,313.0,232.0,,Provision for Bad and Doubtful Debts | 313 | 232
2016-17,General,159,Other Expenses,,40.0,24.0,,Other Expenses | 40 | 24
2016-17,General,159,Intra-State Transmission Charges incl. MSLDC Fees & Charges,,5475.0,5475.0,,"Intra-State Transmission Charges incl. MSLDC Fees & Charges | 5,475 | 5,475"
2016-17,General,160,Incentives/Discounts,,246.0,246.0,,Incentives/Discounts | 246 | 246
2016-17,General,160,Total Revenue Expenditure,,49319.0,49490.0,,"Total Revenue Expenditure | 49,319 | 49,490"
2016-17,General,160,Add: Return on Equity Capital,,161.0,159.0,,Add: Return on Equity Capital | 161 | 159
2016-17,General,160,Aggregate Revenue Requirement,,49480.0,49649.0,,"Aggregate Revenue Requirement | 49,480 | 49,649"
2016-17,General,160,Less: Non-Tariff Income,,1958.0,1958.0,,"Less: Non-Tariff Income | 1,958 | 1,958"
2016-17,General,160,Less: Amount of Compensation paid by MSEDCL to consumers,,,0.07,,Less: Amount of Compensation paid by MSEDCL to consumers | 0.07
2016-17,General,160,Add: RLC refund,,46.0,46.0,,Add: RLC refund | 46 | 46
2016-17,General,160,Add: ASC refund,,2.0,2.0,,Add: ASC refund | 2 | 2
2016-17,General,160,Aggregate Revenue Requirement from Retail Supply,,47570.0,47740.0,,"Aggregate Revenue Requirement from Retail Supply | 47,570 | 47,740"
2016-17,General,160,Power Purchase Expenses,,43614.0,43614.0,,"Power Purchase Expenses | 43,614 | 43,614"
2016-17,General,160,Operation & Maintenance Expenses,,6158.0,5979.0,,"Operation & Maintenance Expenses | 6,158 | 5,979"
2016-17,General,160,Depreciation Expenses,,2081.0,1620.0,,"Depreciation Expenses | 2,081 | 1,620"
2016-17,General,160,Interest on Loan Capital,,1511.0,1677.0,,"Interest on Loan Capital | 1,511 | 1,677"
2016-17,General,160,Interest on Working Capital& Interest on deposit from Consumers and Distribution System Users,,,891.0,,Interest on Working Capital& Interest on deposit from Consumers and Distribution System Users | 891
2016-17,General,160,Interest on Working Capital& Interest on deposit from Consumers and Distribution System Users,,,674.0,,674
2016-17,General,160,Other Finance Charges,,30.0,30.0,,Other Finance Charges | 30 | 30
2016-17,General,160,Provision for Bad and Doubtful Debts,,347.0,258.0,,Provision for Bad and Doubtful Debts | 347 | 258
2016-17,General,160,Intra-State Transmission Charges MSLDC Charge,,5475.0,5475.0,,"Intra-State Transmission Charges MSLDC Charge | 5,475 | 5,475"
2016-17,General,160,Intra-State Transmission Charges MSLDC Charge,Incentives/Discounts,246.0,246.0,,Incentives/Discounts | 246 | 246
2016-17,General,160,DSM expenses,Total Revenue Expenditure,57672.0,56876.0,,"Total Revenue Expenditure | 57,672 | 56,876"
2016-17,General,160,Add: Return on Equity Capital,,1447.0,1428.0,,"Add: Return on Equity Capital | 1,447 | 1,428"
2016-17,General,160,Add: Return on Equity Capital,Aggregate Revenue Requirement,59119.0,58304.0,,"Aggregate Revenue Requirement | 59,119 | 58,304"
2016-17,General,161,Add: Effect of sharing of gains/losses,Aggregate Revenue Requirement from Retail Tariff,56594.0,55028.0,,"Aggregate Revenue Requirement from Retail Tariff | 56,594 | 55,028"
2016-17,General,161,Less: Revenue from Sale of Power,,55135.0,55135.0,,"Less: Revenue from Sale of Power | 55,135 | 55,135"
2016-17,General,161,Less: Revenue from Trading Surplus,,189.0,189.0,,Less: Revenue from Trading Surplus | 189 | 189
2016-17,General,161,Less: Revenue from Trading Surplus,Revenue Gap/(Surplus),,1271.0,,"Revenue Gap/(Surplus) | 1,271 | (296)"
2016-17,General,174,IPP – JSW,,,1.77,,IPP – JSW | 0.1298+0.59 xmonthly Dollar rate+0.01708 x Dollar ratexmonthly CERC index for fuel | 1.77 | The CERC index is applied for escalable factor on monthly basis. Exchange rate may vary in each month.
2016-17,General,174,CGPL,,,1.42,,CGPL | 0.00707 x Monthly Dollar rate+0.00585 x Monthly dollar rate xmonthly CERC Monthly CERC index for inland handling +0.048+0.046 xMonthly CERC index for inland handling +0.00284 x Monthly dollar rate+0.00109 xMonthly dollar rate x monthly CERC index for transportation. | 1.42 | The CERC index is applied for escalable factor on monthly basis. Exchange rate may vary in each month.
2016-17,General,174,Adani Power 1320,,1.44,1.53,,Adani Power 1320 | 1.44 | 1.53 | Includes impact of CIL bills paid to APML for 1320 MW
2016-17,General,174,Adani Power 1200,,,2.21,,Adani Power 1200 | 0.47 x Monthly CERC index for fuel+0.6310+0.0445 x monthly index for transportation. | 2.21 | The CERC index is applied for escalable factor on monthly basis. Also includes CIL bills paid to APML
2016-17,General,174,Adani Power 125,,,2.2,,Adani Power 125 | 0.47 x Monthly CERC index for fuel+0.6310+0.0445 x | 2.20 | The CERC index is applied for escalable factor on monthly
2016-17,General,200,Non-Tariff Income,,2055.0,2123.0,,Non-Tariff Income | 2055 | 2123
2016-17,General,201,Income from Open Access Charges,,311.0,399.0,,Income from Open Access Charges | 311 | 399
2016-17,General,201,Amount of Compensation / penalty paid,,,0.12,,Amount of Compensation / penalty paid | 0.12
2016-17,HT_Railways,203,Revenue,,55602.0,54911.0,,"Revenue | 55,602 | 54,911"
2016-17,General,205,Revenue,,189.0,189.0,,Revenue | 189 | 189
2016-17,General,205,Operation & Maintenance Expenses,,4627.0,5178.0,551.0,Operation & Maintenance Expenses | 4627 | 5178 | 551
2016-17,General,205,Depreciation,,1920.0,2100.0,180.0,Depreciation | 1920 | 2100 | 180
2016-17,General,205,Interest on Loan Capital,,1512.0,1389.0,,Interest on Loan Capital | 1512 | 1389 | (123)
2016-17,General,205,Interest on Working Capital& Interest on Deposits from Consumers and Distribution System Users,,268.0,275.0,7.0,Interest on Working Capital& Interest on Deposits from Consumers and Distribution System Users | 268 | 275 | 7
2016-17,General,205,Other Finance Charges,,35.0,28.0,,Other Finance Charges | 35 | 28 | (7)
2016-17,General,205,Provision for Bad and Doubtful Debts,,21.0,26.0,5.0,Provision for Bad and Doubtful Debts | 21 | 26 | 5
2016-17,General,205,Income Tax,,,0.0,,Income Tax | 0 | (0)
2016-17,General,205,Contribution to Contingency Reserves,,,91.0,,Contribution to Contingency Reserves | 91 | (91)
2016-17,General,205,Total Revenue Expenditure,,8474.0,8997.0,523.0,Total Revenue Expenditure | 8474 | 8997 | 523
2016-17,General,205,Add: Return on Equity Capital,,1359.0,1406.0,47.0,Add: Return on Equity Capital | 1359 | 1406 | 47
2016-17,General,205,Aggregate Revenue Requirement,,9833.0,10403.0,570.0,Aggregate Revenue Requirement | 9833 | 10403 | 570
2016-17,General,205,Less: Income from Wheeling Charges,,21.0,3.0,,Less: Income from Wheeling Charges | 21 | 3 | (18)
2016-17,General,205,Less: Income from Open Access Charges,,311.0,399.0,88.0,Less: Income from Open Access Charges | 311 | 399 | 88
2016-17,General,205,Aggregate Revenue Requirement from Distribution Wires,,9501.0,10001.0,500.0,Aggregate Revenue Requirement from Distribution Wires | 9501 | 10001 | 500
2016-17,General,207,Incentives/Discounts,,242.0,258.0,16.0,Incentives/Discounts | 242 | 258 | 16
2016-17,General,207,Contribution to Contingency Reserves,,,101.0,,Contribution to Contingency Reserves | 101 | (101)
2016-17,General,207,DSM expenses,,,8.0,,DSM expenses | 8 | (8)
2016-17,General,207,Total Revenue Expenditure,,56812.0,60019.0,3207.0,Total Revenue Expenditure | 56812 | 60019 | 3207
2016-17,General,207,Add: Return on Equity Capital,,1530.0,1582.0,52.0,Add: Return on Equity Capital | 1530 | 1582 | 52
2016-17,General,207,Aggregate Revenue Requirement,,58342.0,61601.0,3259.0,Aggregate Revenue Requirement | 58342 | 61601 | 3259
2016-17,General,207,Less: Non-Tariff Income,,1847.0,2055.0,208.0,Less: Non-Tariff Income | 1847 | 2055 | 208
2016-17,General,207,Add: RLC refund,,,450.0,,Add: RLC refund | 450 | (450)
2016-17,General,207,Aggregate Revenue Requirement from Retail Tariff,,56613.0,59144.0,2531.0,Aggregate Revenue Requirement from Retail Tariff | 56613 | 59144 | 2531
2016-17,General,207,Income Tax,,0.0,0.0,,Income Tax | 0 | 0
2016-17,General,207,Contribution to Contingency Reserves,,91.0,0.0,,Contribution to Contingency Reserves | 91 | 0
2016-17,General,209,Unknown,Incentives/Discounts,242.0,258.0,258.0,Incentives/Discounts | 242 | 258 | 258
2016-17,General,209,Unknown,Contribution to Contingency Reserves,,101.0,,Contribution to Contingency Reserves | 101
2016-17,General,209,DSM expenses,,8.0,8.0,,DSM expenses | 8 | 8
2016-17,General,209,DSM expenses,Total Revenue Expenditure,56812.0,60019.0,59468.0,"Total Revenue Expenditure | 56,812 | 60,019 | 59,468"
2016-17,General,209,Add: Return on Equity Capital,Aggregate Revenue Requirement,58342.0,61601.0,60989.0,"Aggregate Revenue Requirement | 58,342 | 61,601 | 60,989"
2016-17,General,209,Less: Amount of compensation paid to consumers,,,0.12,,Less: Amount of compensation paid to consumers | 0.12
2016-17,General,209,Add: RLC refund,,,5.0,,Add: RLC refund | 5
2016-17,General,209,Add:Effect of Provisional sharing of gains/losses,Aggregate Revenue Requirement from Retail Tariff,56613.0,59144.0,56004.0,"Aggregate Revenue Requirement from Retail Tariff | 56,613 | 59,144 | 56,004"
2016-17,General,209,Less: Revenue from Sale of Power,,55602.0,54911.0,54911.0,"Less: Revenue from Sale of Power | 55,602 | 54,911 | 54,911"
2016-17,General,209,Less: Revenue from Trading Surplus,Revenue Gap/(Surplus),,4044.0,,Revenue Gap/(Surplus) | 4044 | (107)
2016-17,LT_Residential,213,Unknown,HT I- Industry,23629.0,24574.0,25557.0,"HT I- Industry | 23,629 | 24,574 | 25,557 | 26,579"
2016-17,LT_Residential,213,Unknown,HT-II Commercial,2254.0,2435.0,2629.0,"HT-II Commercial | 2,254 | 2,435 | 2,629 | 2,840"
2016-17,LT_Residential,213,Unknown,HT-III Railways,77.0,77.0,77.0,HT-III Railways | 77 | 77 | 77 | 77
2016-17,LT_Residential,213,Unknown,HT-IV Public Water Works (PWW),1541.0,1695.0,1865.0,"HT-IV Public Water Works (PWW) | 1,541 | 1,695 | 1,865 | 2,051"
2016-17,LT_Residential,213,Unknown,HT-V Agricultural,1041.0,1093.0,1148.0,"HT-V Agricultural | 1,041 | 1,093 | 1,148 | 1,205"
2016-17,LT_Residential,213,Unknown,HT-VI Bulk Supply/ Group Housing,226.0,226.0,226.0,HT-VI Bulk Supply/ Group Housing | 226 | 226 | 226 | 226
2016-17,LT_Residential,213,Unknown,HT VIII - Temporary Supply,5.0,5.0,5.0,HT VIII - Temporary Supply | 5 | 5 | 5 | 5
2016-17,LT_Residential,213,Unknown,HT-IX Public Services,934.0,1009.0,1090.0,"HT-IX Public Services | 934 | 1,009 | 1,090 | 1,177"
2016-17,LT_Residential,213,Unknown,HT X –Port,76.0,80.0,84.0,HT X –Port | 76 | 80 | 84 | 88
2016-17,LT_Residential,213,Unknown,HT-MSPGCL AUX.SUPPLY,83.0,83.0,83.0,HT-MSPGCL AUX.SUPPLY | 83 | 83 | 83 | 83
2016-17,LT_Residential,213,Unknown,Total HT Category,29867.0,31277.0,32764.0,"Total HT Category | 29,867 | 31,277 | 32,764 | 34,331"
2016-17,LT_Residential,213,Unknown,LT I Residential,19403.0,20950.0,22619.0,"LT I Residential | 19,403 | 20,950 | 22,619 | 24,423"
2016-17,LT_Residential,213,Unknown,LT II Non Residential,4314.0,4529.0,4756.0,"LT II Non Residential | 4,314 | 4,529 | 4,756 | 4,994"
2016-17,LT_Residential,213,Unknown,Public Water Works (LT-III),712.0,755.0,800.0,Public Water Works (LT-III) | 712 | 755 | 800 | 848
2016-17,LT_Residential,213,Unknown,LT-IV Ag Unmetered,11529.0,11055.0,10581.0,"LT-IV Ag Unmetered | 11,529 | 11,055 | 10,581 | 10,107"
2016-17,LT_Residential,214,LT-IV Ag Metered,,17680.0,20099.0,22784.0,"LT-IV Ag Metered | 17,680 | 20,099 | 22,784 | 25,764"
2016-17,LT_Residential,214,LT-IV Ag Metered,LT-V Industries Powerloom,1740.0,1932.0,2144.0,"LT-V Industries Powerloom | 1,740 | 1,932 | 2,144 | 2,380"
2016-17,LT_Residential,214,LT-IV Ag Metered,LT-VIndustries General,4974.0,5272.0,5588.0,"LT-VIndustries General | 4,974 | 5,272 | 5,588 | 5,924"
2016-17,LT_Residential,214,LT-IV Ag Metered,Street Light (LT-VI),1776.0,1953.0,2148.0,"Street Light (LT-VI) | 1,776 | 1,953 | 2,148 | 2,363"
2016-17,LT_Residential,214,LT-IV Ag Metered,LT-VII Temporary Supply,18.0,18.0,18.0,LT-VII Temporary Supply | 18 | 18 | 18 | 18
2016-17,LT_Residential,214,LT-IV Ag Metered,LT-VIII Advertising and Hording,3.0,3.0,3.0,LT-VIII Advertising and Hording | 3 | 3 | 3 | 3
2016-17,LT_Residential,214,LT-IV Ag Metered,LT-IX Crematorium & Burial,1.0,1.0,1.0,LT-IX Crematorium & Burial | 1 | 1 | 1 | 1
2016-17,LT_Residential,214,LT-IV Ag Metered,LT X - Public Services,317.0,339.0,363.0,LT X - Public Services | 317 | 339 | 363 | 388
2016-17,LT_Residential,214,LT-IV Ag Metered,LT – Prepaid,15.0,16.0,18.0,LT – Prepaid | 15 | 16 | 18 | 20
2016-17,LT_Residential,214,LT-IV Ag Metered,Total LT Category,62483.0,66924.0,71826.0,"Total LT Category | 62,483 | 66,924 | 71,826 | 77,234"
2016-17,LT_Residential,214,LT-IV Ag Metered,MSEDCL Sales,92350.0,98201.0,104590.0,"MSEDCL Sales | 92,350 | 98,201 | 1,04,590 | 1,11,565"
2016-17,LT_Residential,214,LT-IV Ag Metered,DF Category-wise Sales,4461.0,4852.0,5280.0,"DF Category-wise Sales | 4,461 | 4,852 | 5,280 | 5,749"
2016-17,LT_Residential,214,LT-IV Ag Metered,"Total Sales, including DF Sales",96811.0,103053.0,109870.0,"Total Sales, including DF Sales | 96,811 | 103,053 | 109,870 | 117,315"
2016-17,LT_Residential,214,Category-wise Sales,,3108.0,3397.0,3715.0,"Category-wise Sales | 3,108 | 3,397 | 3,715 | 4,064"
2016-17,LT_Residential,214,Input sales,,3863.0,4170.0,4505.0,"Input sales | 3,863 | 4,170 | 4,505 | 4,870"
2016-17,LT_Residential,214,Category-wise Sales,,1353.0,1455.0,1566.0,"Category-wise Sales | 1,353 | 1,455 | 1,566 | 1,685"
2016-17,LT_Residential,214,Input sales,,1589.0,1699.0,1817.0,"Input sales | 1,589 | 1,699 | 1,817 | 1,943"
2016-17,LT_Residential,216,Unknown,HT I- Industry,13421.0,13894.0,14383.0,"HT I- Industry | 13,421 | 13,894 | 14,383 | 14,888"
2016-17,LT_Residential,216,Unknown,HT-II Commercial,3076.0,3236.0,3404.0,"HT-II Commercial | 3,076 | 3,236 | 3,404 | 3,580"
2016-17,LT_Residential,216,Unknown,HT-III Railways,9.0,9.0,9.0,HT-III Railways | 9 | 9 | 9 | 9
2016-17,LT_Residential,216,Unknown,HT-IV Public Water Works (PWW),975.0,1006.0,1038.0,"HT-IV Public Water Works (PWW) | 975 | 1,006 | 1,038 | 1,071"
2016-17,LT_Residential,216,Unknown,HT-V Agricultural,1410.0,1446.0,1483.0,"HT-V Agricultural | 1,410 | 1,446 | 1,483 | 1,522"
2016-17,LT_Residential,216,Unknown,HT-VI Bulk Supply/ Group,361.0,366.0,371.0,HT-VI Bulk Supply/ Group | 361 | 366 | 371 | 376
2016-17,LT_Residential,216,Unknown,HT VIII - Temporary Supply,7.0,7.0,7.0,HT VIII - Temporary Supply | 7 | 7 | 7 | 7
2016-17,LT_Residential,216,Unknown,HT-IX Public Services,1227.0,1290.0,1357.0,"HT-IX Public Services | 1,227 | 1,290 | 1,357 | 1,426"
2016-17,LT_Residential,216,Unknown,HT X –Port,3.0,3.0,3.0,HT X –Port | 3 | 3 | 3 | 3
2016-17,LT_Residential,216,Unknown,HT-MSPGCL AUX.SUPPLY,24.0,24.0,24.0,HT-MSPGCL AUX.SUPPLY | 24 | 24 | 24 | 24
2016-17,LT_Residential,216,Unknown,TOTAL HT Category,20513.0,21281.0,22079.0,"TOTAL HT Category | 20,513 | 21,281 | 22,079 | 22,906"
2016-17,LT_Residential,216,Unknown,LT I Residential,17830815.0,18708698.0,19630455.0,"LT I Residential | 1,78,30,815 | 1,87,08,698 | 1,96,30,455 | 2,05,98,278"
2016-17,LT_Residential,216,Unknown,LT II Non Residential,1639623.0,1696954.0,1756290.0,"LT II Non Residential | 16,39,623 | 16,96,954 | 17,56,290 | 18,17,701"
2016-17,LT_Residential,216,Unknown,Public Water Works (LT-III),51149.0,52676.0,54248.0,"Public Water Works (LT-III) | 51,149 | 52,676 | 54,248 | 55,867"
2016-17,LT_Residential,216,Unknown,LT-IV Ag Unmetered,1490617.0,1390617.0,1290617.0,"LT-IV Ag Unmetered | 14,90,617 | 13,90,617 | 12,90,617 | 11,90,617"
2016-17,LT_Residential,216,LT-IV Ag Metered,,2674715.0,3000979.0,3354843.0,"LT-IV Ag Metered | 26,74,715 | 30,00,979 | 33,54,843 | 37,38,641"
2016-17,LT_Residential,216,LT-IV Ag Metered,LT-V Industries Powerloom,35261.0,36507.0,37797.0,"LT-V Industries Powerloom | 35,261 | 36,507 | 37,797 | 39,132"
2016-17,LT_Residential,216,LT-IV Ag Metered,LT-VIndustries General,308952.0,317519.0,326324.0,"LT-VIndustries General | 3,08,952 | 3,17,519 | 3,26,324 | 3,35,373"
2016-17,LT_Residential,216,LT-IV Ag Metered,Street Light (LT-VI),90349.0,94550.0,98946.0,"Street Light (LT-VI) | 90,349 | 94,550 | 98,946 | 1,03,546"
2016-17,LT_Residential,216,LT-IV Ag Metered,LT-VII Temporary Supply,2596.0,2596.0,2596.0,"LT-VII Temporary Supply | 2,596 | 2,596 | 2,596 | 2,596"
2016-17,LT_Residential,216,LT-IV Ag Metered,LT-VIII Advertising and Hording,2077.0,2100.0,2123.0,"LT-VIII Advertising and Hording | 2,077 | 2,100 | 2,123 | 2,146"
2016-17,LT_Residential,216,LT-IV Ag Metered,LT-IX Crematorium & Burial,143.0,143.0,143.0,LT-IX Crematorium & Burial | 143 | 143 | 143 | 143
2016-17,LT_Residential,216,LT-IV Ag Metered,LT X - Public Services,80191.0,84203.0,88417.0,"LT X - Public Services | 80,191 | 84,203 | 88,417 | 92,840"
2016-17,LT_Residential,216,LT-IV Ag Metered,LT – Prepaid,14090.0,14090.0,14090.0,"LT – Prepaid | 14,090 | 14,090 | 14,090 | 14,090"
2016-17,LT_Residential,216,LT-IV Ag Metered,Total LT Category,24220578.0,25401632.0,26656889.0,"Total LT Category | 2,42,20,578 | 2,54,01,632 | 2,66,56,889 | 2,79,90,970"
2016-17,LT_Residential,216,LT-IV Ag Metered,MSEDCL Total,24241091.0,25422913.0,26678968.0,"MSEDCL Total | 2,42,41,091 | 2,54,22,913 | 2,66,78,968 | 2,80,13,876"
2016-17,LT_Residential,218,Unknown,HT I- Industry,10809940.0,11453950.0,12136328.0,"HT I- Industry | 10,809,940 | 11,453,950 | 12,136,328 | 12,859,360"
2016-17,LT_Residential,218,Unknown,HT-II Commercial,1414094.0,1530383.0,1656235.0,"HT-II Commercial | 1,414,094 | 1,530,383 | 1,656,235 | 1,792,437"
2016-17,LT_Residential,218,Unknown,HT-III Railways,61000.0,61000.0,61000.0,"HT-III Railways | 61,000 | 61,000 | 61,000 | 61,000"
2016-17,LT_Residential,218,Unknown,HT-IV Public Water Works (PWW),387771.0,411696.0,437097.0,"HT-IV Public Water Works (PWW) | 387,771 | 411,696 | 437,097 | 464,065"
2016-17,LT_Residential,218,Unknown,HT-V Agricultural,663021.0,716565.0,775830.0,"HT-V Agricultural | 663,021 | 716,565 | 775,830 | 841,639"
2016-17,LT_Residential,218,Unknown,HT-VI Bulk Supply/ Group,98949.0,98949.0,98949.0,"HT-VI Bulk Supply/ Group | 98,949 | 98,949 | 98,949 | 98,949"
2016-17,LT_Residential,218,Unknown,HT VIII - Temporary Supply,3323.0,3323.0,3323.0,"HT VIII - Temporary Supply | 3,323 | 3,323 | 3,323 | 3,323"
2016-17,LT_Residential,218,Unknown,HT-IX Public Services,424550.0,454270.0,486071.0,"HT-IX Public Services | 424,550 | 454,270 | 486,071 | 520,098"
2016-17,LT_Residential,218,Unknown,HT X –Port,19362.0,19362.0,19362.0,"HT X –Port | 19,362 | 19,362 | 19,362 | 19,362"
2016-17,LT_Residential,218,Unknown,HT-MSPGCL AUX.SUPPLY,159030.0,159030.0,159030.0,"HT-MSPGCL AUX.SUPPLY | 159,030 | 159,030 | 159,030 | 159,030"
2016-17,LT_Residential,218,Unknown,Total HT Category,14041040.0,14908528.0,15833225.0,"Total HT Category | 14,041,040 | 14,908,528 | 15,833,225 | 16,819,263"
2016-17,LT_Residential,218,Unknown,LT-I Residential,17890953.0,18885941.0,19936347.0,"LT-I Residential | 17,890,953 | 18,885,941 | 19,936,347 | 21,045,258"
2016-17,LT_Residential,218,Unknown,LT-II Non-Residential,3898133.0,4087409.0,4285875.0,"LT-II Non-Residential | 3,898,133 | 4,087,409 | 4,285,875 | 4,493,979"
2016-17,LT_Residential,218,Unknown,LT-III Public Water Works,323211.0,331770.0,340556.0,"LT-III Public Water Works | 323,211 | 331,770 | 340,556 | 349,574"
2016-17,LT_Residential,218,Unknown,LT-IV AG: Un-metered,7942018.0,7542018.0,7142018.0,"LT-IV AG: Un-metered | 7,942,018 | 7,542,018 | 7,142,018 | 6,742,018"
2016-17,LT_Residential,218,Unknown,LT-IV AG: Metered,13212135.0,14933349.0,16826684.0,"LT-IV AG: Metered | 13,212,135 | 14,933,349 | 16,826,684 | 18,909,353"
2016-17,LT_Residential,218,Unknown,LT-V Industry Powerlooms,687686.0,744359.0,805702.0,"LT-V Industry Powerlooms | 687,686 | 744,359 | 805,702 | 872,100"
2016-17,LT_Residential,218,Unknown,LT-V Industry General,6337721.0,6539616.0,6747943.0,"LT-V Industry General | 6,337,721 | 6,539,616 | 6,747,943 | 6,962,907"
2016-17,LT_Residential,218,Unknown,LT-VI Street Light,381928.0,399864.0,418642.0,"LT-VI Street Light | 381,928 | 399,864 | 418,642 | 438,302"
2016-17,LT_Residential,218,Unknown,LT-VII Temporary Supply,15019.0,15019.0,15019.0,"LT-VII Temporary Supply | 15,019 | 15,019 | 15,019 | 15,019"
2016-17,LT_Residential,218,Unknown,,5445.0,5505.0,5565.0,"5,445 | 5,505 | 5,565 | 5,626"
2016-17,LT_Residential,218,Unknown,,1223.0,1223.0,1223.0,"1,223 | 1,223 | 1,223 | 1,223"
2016-17,LT_Residential,218,Unknown,LT-X Public Services,262644.0,275778.0,289570.0,"LT-X Public Services | 262,644 | 275,778 | 289,570 | 304,051"
2016-17,LT_Residential,218,Unknown,Total LT Category,50990528.0,53795884.0,56850879.0,"Total LT Category | 50,990,528 | 53,795,884 | 56,850,879 | 60,176,932"
2016-17,LT_Residential,218,Unknown,MSEDCL Total,65031568.0,68704412.0,72684104.0,"MSEDCL Total | 65,031,568 | 68,704,412 | 72,684,104 | 76,996,195"
2016-17,LT_Agriculture,221,Un-Metered,14.91,13.91,13.91,11.91,Un-Metered | 14.91 | 13.91 | 13.91 | 11.91 | 12.91 | 9.91 | 11.91 | 7.91
2016-17,LT_Agriculture,221,Metered,26.75,27.75,30.01,32.01,Metered | 26.75 | 27.75 | 30.01 | 32.01 | 33.55 | 36.55 | 37.39 | 41.39
2016-17,LT_Agriculture,221,Total,41.65,41.65,43.92,43.92,Total | 41.65 | 41.65 | 43.92 | 43.92 | 46.45 | 46.45 | 49.29 | 49.29
2016-17,LT_Agriculture,221,Un-Metered,79.42,72.93,75.42,62.44,Un-Metered | 79.42 | 72.93 | 75.42 | 62.44 | 71.42 | 51.95 | 67.42 | 41.46
2016-17,LT_Agriculture,221,Metered,132.12,127.07,149.33,146.59,Metered | 132.12 | 127.07 | 149.33 | 146.59 | 168.27 | 167.37 | 189.09 | 189.53
2016-17,LT_Agriculture,221,Total,211.54,200.0,224.75,209.03,Total | 211.54 | 200.00 | 224.75 | 209.03 | 239.69 | 219.32 | 256.51 | 230.99
2016-17,LT_Residential,223,Unknown,HT I- Industry,23629.0,24934.0,25931.0,"HT I- Industry | 23,629 | 24,934 | 25,931 | 26,969"
2016-17,LT_Residential,223,Unknown,HT-II Commercial,2232.0,2406.0,2573.0,"HT-II Commercial | 2,232 | 2,406 | 2,573 | 2,751"
2016-17,LT_Residential,223,Unknown,HT-IV Public Water Works,1456.0,1837.0,1907.0,"HT-IV Public Water Works | 1,456 | 1,837 | 1,907 | 1,980"
