FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2018-19,LT_Agriculture,266,Total,41.06,,41.06,,Total | 41.06 | 41.06
2018-19,LT_Agriculture,266,Un-Metered,75.44,,75.37,,Un-Metered | 75.44 | 75.37
2018-19,LT_Agriculture,266,Metered,131.49,,135.45,,Metered | 131.49 | 135.45
2018-19,LT_Agriculture,266,Total,206.93,,210.82,,Total | 206.93 | 210.82
2018-19,LT_Agriculture,266,Un-Metered,"11,090",,10914.0,,"Un-Metered | 11,090 | 10,914"
2018-19,LT_Agriculture,266,Metered,"18,445",,17699.0,,"Metered | 18,445 | 17,699"
2018-19,LT_Agriculture,266,Total,"29,536",,28613.0,,"Total | 29,536 | 28,613"
2018-19,LT_Agriculture,266,Un-Metered,"1,470",,1448.0,,"Un-Metered | 1,470 | 1,448"
2018-19,LT_Agriculture,266,Metered,"1,403",,1307.0,,"Metered | 1,403 | 1,307"
2018-19,LT_Agriculture,266,Total,"1,427",,1357.0,,"Total | 1,427 | 1,357"
2018-19,LT_Agriculture,266,Un-Metered,"1,971",,1941.0,,"Un-Metered | 1,971 | 1,941"
2018-19,LT_Agriculture,266,Metered,"1,881",,1752.0,,"Metered | 1,881 | 1,752"
2018-19,LT_Agriculture,267,HT Sales - MSEDCL,"31,731",33918.0,33918.0,,"HT Sales - MSEDCL | 31,731 | 33,918 | 33,918"
2018-19,LT_Agriculture,267,LT Sales - Excluding AG Sales,"37,924",33296.0,33296.0,,"LT Sales - Excluding AG Sales | 37,924 | 33,296 | 33,296"
2018-19,LT_Agriculture,267,LT Sales - AG Sales,"25,101",29659.0,28737.0,,"LT Sales - AG Sales | 25,101 | 29,659 | 28,737"
2018-19,LT_Agriculture,267,MSEDCL Sales(HT and LT),"94,756",96873.0,95951.0,,"MSEDCL Sales(HT and LT) | 94,756 | 96,873 | 95,951"
2018-19,LT_Agriculture,267,Energy Sales in DF Areas,"1,450",4437.0,4437.0,,"Energy Sales in DF Areas | 1,450 | 4,437 | 4,437"
2018-19,LT_Agriculture,267,HT Sales - Open Access (Conventional),"6,412",4330.0,4330.0,,"HT Sales - Open Access (Conventional) | 6,412 | 4,330 | 4,330"
2018-19,LT_Agriculture,267,HT Sales - RE Open Access and HT Credit,420,679.0,679.0,,HT Sales - RE Open Access and HT Credit | 420 | 679 | 679
2018-19,LT_Agriculture,267,"Total Energy Sales (including DF Areas, Open Access and Credit Sales)","1,02,618",106319.0,105397.0,,"Total Energy Sales (including DF Areas, Open Access and Credit Sales) | 1,02,618 | 1,06,319 | 1,05,397"
2018-19,LT_Agriculture,267,Add: Category wise sales in DF area,"1,450",,4437.0,,"Add: Category wise sales in DF area | 1,450 | 4,437"
2018-19,LT_Agriculture,267,Add: OA Sales (Conventional),"6,412",,4330.0,,"Add: OA Sales (Conventional) | 6,412 | 4,330"
2018-19,LT_Agriculture,267,Add: Renewable OA,420,,679.0,,Add: Renewable OA | 420 | 679
2018-19,LT_Agriculture,267,Total Energy sales MSEDCL,"1,03,038",,106320.0,,"Total Energy sales MSEDCL | 1,03,038 | 1,06,320"
2018-19,General,268,LT sales,MUs,64294.0,66523.0,,"LT sales | MUs | 64,294 | 66,523"
2018-19,General,268,HT sales,MUs,25575.0,27082.0,,"HT sales | MUs | 25,575 | 27,082"
2018-19,General,268,Renewable Open Access,MUs,420.0,679.0,,Renewable Open Access | MUs | 420 | 679
2018-19,General,270,Add: OA Sales (Conventional),"6,412.00",4330.0,4330.0,,"Add: OA Sales (Conventional) | 6,412.00 | 4,330 | 4,330"
2018-19,General,270,Add: Renewable OA,420,679.0,679.0,,Add: Renewable OA | 420 | 679 | 679
2018-19,General,270,Total Energy sales MSEDCL,"1,03,038",106320.0,105397.0,,"Total Energy sales MSEDCL | 1,03,038 | 1,06,320 | 1,05,397"
2018-19,LT_Agriculture,271,Sr. No.,Agriculture Sales (Including D.F),64294.0,66523.0,28746.0,"1 | Agriculture Sales (Including D.F) | a | MU | 64,294 | 66,523 | 28,746"
2018-19,LT_Agriculture,271,Sr. No.,LT Sales excluding Agriculture Sales (Including D.F),,36854.0,,"2 | LT Sales excluding Agriculture Sales (Including D.F) | b | MU | 36,854"
2018-19,LT_Agriculture,271,Sr. No.,HT Sales excluding EHV level sales (Including D.F),25575.0,27082.0,27082.0,"3 | HT Sales excluding EHV level sales (Including D.F) | c | MU | 25,575 | 27,082 | 27,082"
2018-19,LT_Agriculture,271,Sr. No.,Total Sales including D.F (Excluding EHV Sales),89869.0,93605.0,92683.0,"4 | Total Sales including D.F (Excluding EHV Sales) | d=a+b+c | MU | 89,869 | 93,605 | 92,683"
2018-19,LT_Agriculture,271,Sr. No.,OA Sales (Renewables),420.0,679.0,679.0,5 | OA Sales (Renewables) | e | MU | 420 | 679 | 679
2018-19,LT_Agriculture,271,Sr. No.,OA Sales (Conventional),6412.0,4330.0,4330.0,"6 | OA Sales (Conventional) | f | MU | 6,412 | 4,330 | 4,330"
2018-19,LT_Agriculture,271,Sr. No.,Retail Energy Sale to Consumers (Excluding EHV Sales),96701.0,98614.0,97692.0,"7 | Retail Energy Sale to Consumers (Excluding EHV Sales) | A=d+e+f | MU | 96,701 | 98,614 | 97,692"
2018-19,LT_Agriculture,271,Sr. No.,Total Power Purchase,119992.0,125422.0,125422.0,"8 | Total Power Purchase | B=g+h | MU | 1,19,992 | 1,25,422 | 1,25,422"
2018-19,LT_Agriculture,271,Sr. No.,Power Purchase Quantum from Intra-State sources,87459.0,82115.0,82115.0,"9 | Power Purchase Quantum from Intra-State sources | g | MU | 87,459 | 82,115 | 82,115"
2018-19,LT_Agriculture,271,Sr. No.,Power Purchase Quantum from Inter-State sources,32533.0,43307.0,43307.0,"10 | Power Purchase Quantum from Inter-State sources | h | MU | 32,533 | 43,307 | 43,307"
2018-19,General,272,Sr. No.,Power Purchase Quantum from Inter-State sources at MS Periphery,31342.0,41806.0,41806.0,"12 | Power Purchase Quantum from Inter-State sources at MS Periphery | j=h*(1-i) | MU | 31,342 | 41,806 | 41,806"
2018-19,General,272,Sr. No.,Power Quantum handled at Maharashtra Periphery,118801.0,123921.0,123921.0,"13 | Power Quantum handled at Maharashtra Periphery | k=g+j | MU | 1,18,801 | 1,23,921 | 1,23,921"
2018-19,General,272,Sr. No.,Input for OA Consumption,7099.0,4606.0,4606.0,"15 | Input for OA Consumption | m=f/(1-6%) | MU | 7,099 | 4,606 | 4,606"
2018-19,General,272,Sr. No.,Total Power Purchase Quantum Handled,125442.0,128039.0,128039.0,"16 | Total Power Purchase Quantum Handled | n=k+l+m-v | MU | 1,25,442 | 1,28,039 | 1,28,039"
2018-19,General,272,Sr. No.,Surplus Power Traded,580.0,580.0,,17 | Surplus Power Traded | o | MU | 580 | 580
2018-19,General,272,Sr. No.,Energy Requirement at G<>T Periphery,125442.0,127459.0,127459.0,"18 | Energy Requirement at G<>T Periphery | p=n-o | MU | 1,25,442 | 1,27,459 | 1,27,459"
2018-19,General,272,Sr. No.,Intra-State Transmission Loss,4917.0,4443.0,4206.0,"20 | Intra-State Transmission Loss | r=p*q | MU | 4,917 | 4,443 | 4,206"
2018-19,General,272,Sr. No.,Net Energy requirement at T<>D Periphery,120525.0,123016.0,123253.0,"21 | Net Energy requirement at T<>D Periphery | s=p-r | MU | 1,20,525 | 1,23,016 | 1,23,253"
2018-19,General,272,Sr. No.,EHV Sales,6341.0,7705.0,7705.0,"22 | EHV Sales | t | MU | 6,341 | 7,705 | 7,705"
2018-19,General,272,Sr. No.,Net Energy Available for Sale at 33kV,114184.0,115311.0,115548.0,"23 | Net Energy Available for Sale at 33kV | u=s-t | MU | 1,14,184 | 1,15,311 | 1,15,548"
2018-19,General,272,Sr. No.,Energy injected and drawn at 33kV,458.0,488.0,488.0,24 | Energy injected and drawn at 33kV | v | MU | 458 | 488 | 488
2018-19,General,272,Sr. No.,Total Energy Available for Sale at 33kV,114642.0,115799.0,116036.0,"25 | Total Energy Available for Sale at 33kV | C=u+v | MU | 1,14,642 | 1,15,799 | 1,16,036"
2018-19,General,272,Unknown,26,17941.0,17185.0,18344.0,"26 | Distribution Loss | D=C-A | MU | 17,941 | 17,185 | 18,344"
2018-19,General,274,MSPGCL,"42,185",17741.0,48843.0,18625.0,"MSPGCL | 42,185 | 17,741 | 48,843 | 18,625 | 6,658 | 884"
2018-19,General,274,NTPC,"24,931",7084.0,30116.0,8243.0,"NTPC | 24,931 | 7,084 | 30,116 | 8,243 | 5,185 | 1,158"
2018-19,General,274,NPCIL,"6,950",1741.0,2589.0,758.0,"NPCIL | 6,950 | 1,741 | 2,589 | 758 | (4,361) | (983)"
2018-19,General,274,SSP,"1,210",248.0,246.0,50.0,"SSP | 1,210 | 248 | 246 | 50 | (964) | (198)"
2018-19,General,274,Pench,136,28.0,51.0,10.0,Pench | 136 | 28 | 51 | 10 | (86) | (18)
2018-19,General,274,Dodson,116,26.0,83.0,22.0,Dodson | 116 | 26 | 83 | 22 | (33) | (4)
2018-19,General,274,JSW,"1,934",505.0,1899.0,548.0,"JSW | 1,934 | 505 | 1,899 | 548 | (35) | 43"
2018-19,General,274,CGPL,"5,158",1222.0,4990.0,1275.0,"CGPL | 5,158 | 1,222 | 4,990 | 1,275 | (168) | 53"
2018-19,General,277,KAPP,-16,,-16.0,,KAPP | -16 | -16
2018-19,General,277,TAPP 1&2,539,113.0,2.1,539.0,TAPP 1&2 | 539 | 113 | 2.10 | 539 | 113 | 2.10
2018-19,General,277,TAPP 3&4,"2,065",644.0,3.12,2065.0,"TAPP 3&4 | 2,065 | 644 | 3.12 | 2,065 | 644 | 3.12"
2018-19,General,277,SSP,246,50.0,2.05,246.0,SSP | 246 | 50 | 2.05 | 246 | 50 | 2.05
2018-19,General,277,PENCH,51,10.0,2.05,51.0,PENCH | 51 | 10 | 2.05 | 51 | 10 | 2.05
2018-19,General,277,DODSON I,53,9.0,1.65,53.0,DODSON I | 53 | 9 | 1.65 | 53 | 9 | 1.65
2018-19,General,277,Dodson II,29,13.0,4.46,29.0,Dodson II | 29 | 13 | 4.46 | 29 | 13 | 4.46
2018-19,General,277,Renewable - Non- Solar,"10,239",5607.0,5.48,10239.0,"Renewable - Non- Solar | 10,239 | 5,607 | 5.48 | 10,239 | 5,607 | 5.48"
2018-19,General,277,Renewable - Solar,808,638.0,7.9,808.0,Renewable - Solar | 808 | 638 | 7.90 | 808 | 638 | 7.90
2018-19,General,277,Hydro (including ghatghar),"3,415",693.0,2.03,3415.0,"Hydro (including ghatghar) | 3,415 | 693 | 2.03 | 3,415 | 693 | 2.03"
2018-19,General,277,Total Must Run,"17,428",7779.0,4.46,17428.0,"Total Must Run | 17,428 | 7,779 | 4.46 | 17,428 | 7,779 | 4.46"
2018-19,General,277,BHUSAWAL - 3,533,244.0,4.57,533.0,BHUSAWAL - 3 | 533 | 244 | 4.57 | 533 | 244 | 4.57
2018-19,General,277,BHUSAWAL 4 & 5,"5,624",2562.0,4.56,5624.0,"BHUSAWAL 4 & 5 | 5,624 | 2,562 | 4.56 | 5,624 | 2,562 | 4.56"
2018-19,General,277,KHAPARKHEDA - 1to 4,"2,815",1018.0,3.62,2815.0,"KHAPARKHEDA - 1to 4 | 2,815 | 1,018 | 3.62 | 2,815 | 1,018 | 3.62"
2018-19,General,277,KHAPARKHEDA 5,"2,815",1117.0,3.97,2815.0,"KHAPARKHEDA 5 | 2,815 | 1,117 | 3.97 | 2,815 | 1,117 | 3.97"
2018-19,General,277,"NASHIK- 3,4 & 5","2,580",1225.0,4.75,2580.0,"NASHIK- 3,4 & 5 | 2,580 | 1,225 | 4.75 | 2,580 | 1,225 | 4.75"
2018-19,General,277,CHANDRAPUR - 1 to 7,"8,069",2311.0,2.86,8069.0,"CHANDRAPUR - 1 to 7 | 8,069 | 2,311 | 2.86 | 8,069 | 2,311 | 2.86"
2018-19,General,277,PARAS UNIT-3 & 4,"2,809",1135.0,4.04,2809.0,"PARAS UNIT-3 & 4 | 2,809 | 1,135 | 4.04 | 2,809 | 1,135 | 4.04"
2018-19,General,279,Adani power 1200 MW,"7,972",3060.0,3.84,7972.0,"Adani power 1200 MW | 7,972 | 3,060 | 3.84 | 7,972 | 3,060 | 3.84"
2018-19,General,279,Adani power 440mw,"2,160",955.0,4.42,2160.0,"Adani power 440mw | 2,160 | 955 | 4.42 | 2,160 | 955 | 4.42"
2018-19,General,279,EMCO Power,"1,261",532.0,4.22,1261.0,"EMCO Power | 1,261 | 532 | 4.22 | 1,261 | 532 | 4.22"
2018-19,General,279,Rattanindia Amravati,"4,347",2150.0,4.95,4347.0,"Rattanindia Amravati | 4,347 | 2,150 | 4.95 | 4,347 | 2,150 | 4.95"
2018-19,General,279,Mundra UMPP,"4,990",1275.0,2.56,4990.0,"Mundra UMPP | 4,990 | 1,275 | 2.56 | 4,990 | 1,275 | 2.56"
2018-19,General,279,Short term,"4,056",1495.0,3.69,4056.0,"Short term | 4,056 | 1,495 | 3.69 | 4,056 | 1,495 | 3.69"
2018-19,General,279,Others,,36.0,36.0,,Others | 36 | 36
