FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2009-10,LT_Residential,220,LT III-Public Water Works,,2.18,2.39,2.18,LT III-Public Water Works | 2.18 | 2.39 | 9.86% | 2.18 | 0.15%
2009-10,LT_Residential,220,LT IV-Agriculture,,1.87,2.15,1.98,LT IV-Agriculture | 1.87 | 2.15 | 15.20% | 1.98 | 5.97%
2009-10,LT_Residential,220,LT V Industrial,,4.75,5.3,5.17,LT V Industrial | 4.75 | 5.30 | 11.66% | 5.17 | 8.97%
2009-10,LT_Residential,220,LT VI- Street Lighting,,3.32,3.63,3.5,LT VI- Street Lighting | 3.32 | 3.63 | 9.28% | 3.50 | 5.52%
2009-10,LT_Residential,220,LT VIII Temporary Others,,11.31,13.26,11.69,LT VIII Temporary Others | 11.31 | 13.26 | 17.22% | 11.69 | 3.39%
2009-10,LT_Residential,220,HT-I Industry (Express Feeder),,4.38,5.51,6.3,HT-I Industry (Express Feeder) | 4.38 | 5.51 | 6.30 | 14.21% | 5.62 | 1.87%
2009-10,LT_Residential,220,HT-I Industry (Non-Express Feeder),,5.15,6.05,5.23,HT-I Industry (Non-Express Feeder) | 5.15 | 6.05 | 17.45% | 5.23 | 1.62%
2009-10,LT_Residential,220,HT-I Seasonal Industry,,6.84,7.66,6.92,HT-I Seasonal Industry | 6.84 | 7.66 | 11.94% | 6.92 | 1.22%
2009-10,LT_Residential,220,HT II- Commercial,,7.91,10.2,8.14,HT II- Commercial | 7.91 | 10.20 | 28.94% | 8.14 | 2.92%
2009-10,LT_Residential,220,HT-III Railways,,5.47,5.95,5.8,HT-III Railways | 5.47 | 5.95 | 8.84% | 5.80 | 6.10%
2009-10,LT_Residential,220,HT-IV-Public Water Works,,3.9,4.48,4.02,HT-IV-Public Water Works | 3.90 | 4.48 | 14.88% | 4.02 | 3.06%
2009-10,LT_Residential,220,HT-V- Agriculture,,2.3,2.67,2.39,HT-V- Agriculture | 2.30 | 2.67 | 15.74% | 2.39 | 3.62%
2009-10,LT_Residential,220,HT-VI-Bulk Supply- Residential,,4.19,5.91,4.19,HT-VI-Bulk Supply- Residential | 4.19 | 5.91 | 41.14% | 4.19 | 0.08%
2009-10,LT_Residential,220,HT-VI-Bulk Supply- Commercial,,6.25,6.81,6.8,HT-VI-Bulk Supply- Commercial | 6.25 | 6.81 | 8.93% | 6.80 | 8.80%
2009-10,LT_Residential,220,HT-VII-MPECS,,2.84,3.03,2.84,HT-VII-MPECS | 2.84 | 3.03 | 6.55% | 2.84 | 0.00%
2009-10,LT_Residential,223,1,,,0.78,,1 | LT I - Residential (BPL) | Rs. 3 per month | 0.78
2009-10,LT_Residential,223,Unknown,,,2.47,,0-100 units | Single Phase: Rs. 30 per month Three Phase: Rs. 100 per month$$ | 2.47
2009-10,LT_Residential,223,Unknown,,,4.37,,101-300 units | 4.37
2009-10,LT_Residential,223,Unknown,,,6.25,,301 - 500 units | 6.25
2009-10,LT_Residential,223,Unknown,,,7.25,,501 - 1000 units | 7.25
2009-10,LT_Residential,223,Unknown,,,7.5,,Above 1000 Units (balance units) | 7.50
2009-10,LT_Residential,223,(i),,,4.3,,0 – 200 units per month | Rs. 150 per month | 4.30
2009-10,LT_Residential,223,(i),,,6.0,,Above 200 units per month (only balance consumption) | Rs. 150 per month | 6.00
2009-10,LT_Residential,223,(ii),,,4.5,,0 – 200 units per month | Rs. 150 per month | 4.50
2009-10,LT_Residential,223,(ii),,,6.45,,Above 200 units per month (only balance consumption) | Rs. 150 per month | 6.45
2009-10,LT_Commercial,224,(B),,,6.5,,(B) | > 20 kW and < 50 kW | Rs. 150 per kVA per month | 6.50
2009-10,LT_Commercial,224,(C),,,8.4,,(C) | > 50 kW | 8.40
2009-10,LT_Commercial,224,(A),,,1.72,,(A) | 0-20 kW | Rs. 40 per kVA per month | 1.72
2009-10,LT_Commercial,224,(B),,,2.22,,(B) | > 20 kW and < 40 kW | Rs. 50 per kVA per month | 2.22
2009-10,LT_Commercial,224,(C),,,3.02,,(C) | > 40 kW and < 50 kW | Rs. 70 per kVA per month | 3.02
2009-10,LT_Commercial,224,4.2,,,1.54,,4.2 | Metered Tariff (incl Poultry Farms) | Rs. 20 per kW per month (Rs. 15 per HP per month) | 1.54
2009-10,LT_Commercial,224,(A),,,3.9,,(A) | 0-20 kW | Rs. 150 per connection per month | 3.90
2009-10,LT_Commercial,224,(B),,,5.4,,(B) | Above 20 kW | Rs. 100 per kVA per month | 5.40
2009-10,LT_Commercial,224,(A),,,3.1,,"(A) | Grampanchayat, A, B, & C Class Municipal Council | Rs. 30 per kW per month | 3.10"
2009-10,LT_Commercial,224,(B),,,3.7,,(B) | Municipal Corporation Areas | 3.70
2009-10,LT_Commercial,225,(A),,,2.52,,(A) | TSR – Temporary Supply Religious | Rs 200 per connection per month | 2.52
2009-10,LT_Commercial,225,(B),,,11.5,,(B) | TSO – Temporary Supply Others | Rs 250 per connection per month | 11.50
2009-10,LT_Commercial,225,(B),,,16.0,,8 | LT VIII – Advertisement & Hoardings | Rs 400 per connection per month | 16.00
2009-10,LT_Commercial,225,(B),,,2.52,,9 | LT IX – Crematoriums and Burial Grounds | Rs 200 per connection per month | 2.52
2009-10,LT_Commercial,225,(B),,,0.0,,0600 hours to 0900 hours | 0.00
2009-10,LT_Commercial,225,(B),,,0.8,,0900 hours to 1200 hours | 0.80
2009-10,LT_Commercial,225,(B),,,1.1,,1800 hours to 2200 hours | 1.10
2009-10,LT_Commercial,225,(B),,,-0.85,,2200 hours to 0600 hours | -0.85
2009-10,LT_Commercial,225,*Category 1 Zones (with consumption norm above 1318 hours/HP/year),Bhandup (U),2.0,3.0,,1 | Bhandup (U) | 2 | Pune | 3 | Nashik
2009-10,LT_Commercial,225,#Category 2 Zones (with consumption norm below 1318 hours/HP/year),Amravati,2.0,3.0,,1 | Amravati | 2 | Aurangabad | 3 | Kalyan
2009-10,LT_Commercial,225,#Category 2 Zones (with consumption norm below 1318 hours/HP/year),Konkan,5.0,6.0,,4 | Konkan | 5 | Kolhapur | 6 | Latur
2009-10,LT_Commercial,225,#Category 2 Zones (with consumption norm below 1318 hours/HP/year),Nagpur(U),,8.0,,7 | Nagpur(U) | 8 | Nagpur
2009-10,LT_Commercial,226,(A),,,5.27,,(A) | Express Feeders | Rs 150 per kVA per month | 5.27
2009-10,LT_Commercial,226,(B),,,4.8,,(B) | Non-express Feeders | 4.80
2009-10,LT_Commercial,226,(C),,,5.9,,(C) | Seasonal Industry | 5.90
2009-10,LT_Commercial,226,(1),,,7.65,,(1) | Educational Institutions & Hospitals | Rs 150 per kVA per month | 7.65
2009-10,LT_Commercial,226,(2),,,7.95,,(2) | Others | 7.95
2009-10,LT_Commercial,226,(1),,,7.15,,(1) | Educational Institutions & Hospitals | Rs 150 per kVA per month | 7.15
2009-10,LT_Commercial,226,(2),,,7.45,,(2) | Others | 7.45
2009-10,LT_Commercial,226,(2),,,5.8,,3 | HT III – Railways | 5.80
2009-10,LT_Commercial,227,(A),,,3.75,,(A) | Express Feeders | Rs 150 per kVA per month | 3.75
2009-10,LT_Commercial,227,(B),,,3.6,,(B) | Non-express Feeders | 3.60
2009-10,LT_Commercial,227,(B),,,2.15,,5 | HT V - Agriculture | Rs. 25 per kVA per month | 2.15
2009-10,LT_Commercial,227,(A),,,3.72,,(A) | Group Housing Society | Rs 125 per kVA per month | 3.72
2009-10,LT_Commercial,227,(B),,,6.3,,(B) | Commercial Complex | 6.30
2009-10,LT_Commercial,227,(B),,,2.62,,7 | HT VII – Mula Pravara Electric Co-op Society | Rs 100 per kVA per month | 2.62
2009-10,LT_Commercial,227,(B),,,10.12,,8 | HT VIII – Temporary Supply | Rs 200 per connection per month | 10.12
2009-10,General,229,33 kV,,,0.05,,33 kV | 0.05 | 6%
2009-10,General,229,22 kV / 11 kV,,,0.25,,22 kV / 11 kV | 0.25 | 9%
2009-10,General,229,LT level,,,0.43,,LT level | 0.43 | 14%
2009-10,General,230,33 kV,,,1.0,,33 kV | 1.00 | 6%
2009-10,General,230,22 kV / 11 kV,,,1.34,,22 kV / 11 kV | 1.34 | 9%
2009-10,General,230,LT level,,,0.57,,LT level | 0.57 | 20.98%
2009-10,LT_Commercial,232,33 kV,,,0.04,,33 kV | 0.04 | 6%
2009-10,LT_Commercial,232,22 kV / 11 kV,,,0.21,,22 kV / 11 kV | 0.21 | 9%
2009-10,LT_Commercial,232,LT level,,,0.36,,LT level | 0.36 | 14%
2009-10,LT_Commercial,233,Sl.,0.951 to 0.954,,0.95,,1 | 0.951 to 0.954 | 0.95 | 0%
2009-10,LT_Commercial,233,Sl.,0.955 to 0.964,,0.96,,2 | 0.955 to 0.964 | 0.96 | 1%
2009-10,LT_Commercial,233,Sl.,0.965 to 0.974,,0.97,,3 | 0.965 to 0.974 | 0.97 | 2%
2009-10,LT_Commercial,233,Sl.,0.975 to 0.984,,0.98,,4 | 0.975 to 0.984 | 0.98 | 3%
2009-10,LT_Commercial,233,Sl.,0.985 to 0.994,,0.99,,5 | 0.985 to 0.994 | 0.99 | 5%
2009-10,LT_Commercial,233,Sl.,0.995 to 1.000,,1.0,,6 | 0.995 to 1.000 | 1.00 | 7%
2009-10,LT_Commercial,233,Sl.,0.895 to 0.900,,0.9,,1 | 0.895 to 0.900 | 0.90 | 0%
2009-10,LT_Commercial,233,Sl.,0.885 to 0.894,,0.89,,2 | 0.885 to 0.894 | 0.89 | 2%
2009-10,LT_Commercial,233,Sl.,0.875 to 0.884,,0.88,,3 | 0.875 to 0.884 | 0.88 | 3%
2009-10,LT_Commercial,233,Sl.,0.865 to 0.874,,0.87,,4 | 0.865 to 0.874 | 0.87 | 4%
2009-10,LT_Residential,241,BPL Category,Rs. 3 per month,,0.78,,BPL Category | Rs. 3 per month | 0.78
2009-10,LT_Residential,242,0-100 units,Single Phase : Rs. 30 per month Three Phase : Rs. 100 per month $$,,2.47,,0-100 units | Single Phase : Rs. 30 per month Three Phase : Rs. 100 per month $$ | 2.47
2009-10,LT_Residential,242,101 – 300 units,,,4.37,,101 – 300 units | 4.37
2009-10,LT_Residential,242,301 – 500 units,,,6.25,,301 – 500 units | 6.25
2009-10,LT_Residential,242,501 – 1000 units,,,7.25,,501 – 1000 units | 7.25
2009-10,LT_Residential,242,Above 1000 units (balance units),,,7.5,,Above 1000 units (balance units) | 7.50
2009-10,LT_Residential,243,0 to 200 units per month,Rs. 150 per month,,4.3,,0 to 200 units per month | Rs. 150 per month | 4.30
2009-10,LT_Residential,243,Above 200 units per,Rs. 150 per month,,6.0,,Above 200 units per | Rs. 150 per month | 6.00
2009-10,LT_Residential,244,0 to 200 units per month,Rs. 150 per month,,4.5,,0 to 200 units per month | Rs. 150 per month | 4.50
2009-10,LT_Residential,244,Above 200 units per month (only balance consumption),Rs. 150 per month,,6.45,,Above 200 units per month (only balance consumption) | Rs. 150 per month | 6.45
2009-10,LT_Residential,244,(B) > 20 kW and ≤ 50 kW,Rs. 150 per kVA per month,,6.5,,(B) > 20 kW and ≤ 50 kW | Rs. 150 per kVA per month | 6.50
2009-10,LT_Residential,244,(C) > 50 kW,,,8.4,,(C) > 50 kW | 8.40
2009-10,LT_Residential,245,0600 to 0900 hours,,,0.0,,0600 to 0900 hours | 0.00
2009-10,LT_Residential,245,0900 to 1200 hours,,,0.8,,0900 to 1200 hours | 0.80
2009-10,LT_Residential,245,1200 to 1800 hours,,,0.0,,1200 to 1800 hours | 0.00
2009-10,LT_Residential,245,1800 to 2200 hours,,,1.1,,1800 to 2200 hours | 1.10
2009-10,LT_Residential,245,2200 to 0600 hours,,,-0.85,,2200 to 0600 hours | -0.85
2009-10,LT_Residential,245,(A) 0 - 20 kW,Rs 40 per kVA per month,,1.72,,(A) 0 - 20 kW | Rs 40 per kVA per month | 1.72
2009-10,LT_Residential,245,(B) >20 kW and ≤ 40 kW,Rs 50 per kVA per month,,2.22,,(B) >20 kW and ≤ 40 kW | Rs 50 per kVA per month | 2.22
2009-10,LT_Residential,245,(C) >40 kW and ≤ 50 kW,Rs 70 per kVA per month,,3.02,,(C) >40 kW and ≤ 50 kW | Rs 70 per kVA per month | 3.02
2009-10,LT_Agriculture,246,Metered Tariff (including Poultry Farms),Rs 20 per kW per month- (Rs 15 per HP per month),,1.54,,Metered Tariff (including Poultry Farms) | Rs 20 per kW per month- (Rs 15 per HP per month) | 1.54
2009-10,LT_Industry,248,(A) 0 - 20 kW (upto and including 27 HP),Rs. 150 per connection per month,,3.9,,(A) 0 - 20 kW (upto and including 27 HP) | Rs. 150 per connection per month | 3.90
2009-10,LT_Industry,248,(B) Above 20 kW (above 27 HP),Rs. 100 per kVA per month,,5.4,,(B) Above 20 kW (above 27 HP) | Rs. 100 per kVA per month | 5.40
2009-10,LT_Industry,248,0600 hrs - 0900 hrs,,,0.0,,0600 hrs - 0900 hrs | 0.00
2009-10,LT_Industry,248,0900 hrs - 1200 hrs,,,0.8,,0900 hrs - 1200 hrs | 0.80
2009-10,LT_Industry,248,1200 hrs - 1800 hrs,,,0.0,,1200 hrs - 1800 hrs | 0.00
2009-10,LT_Industry,248,1800 hrs - 2200 hrs,,,1.1,,1800 hrs - 2200 hrs | 1.10
2009-10,LT_Industry,248,2200 hrs - 0600 hrs,,,-0.85,,2200 hrs - 0600 hrs | -0.85
2009-10,LT_Industry,248,"(A) Grampanchayat, A, B & C Class Municipal Council",Rs 30 per KW per month,,3.1,,"(A) Grampanchayat, A, B & C Class Municipal Council | Rs 30 per KW per month | 3.10"
2009-10,LT_Residential,249,LT VII (A) – All Units,Rs. 200 per connection per month,,2.52,,LT VII (A) – All Units | Rs. 200 per connection per month | 2.52
2009-10,LT_Residential,249,LT VII (B) – All Units,Rs. 250 per connection month,,11.5,,LT VII (B) – All Units | Rs. 250 per connection month | 11.50
2009-10,LT_Residential,250,All Units,Rs. 400 per connection month,,16.0,,All Units | Rs. 400 per connection month | 16.00
2009-10,LT_Residential,250,All Units,Rs. 200 per connection per month,,2.52,,All Units | Rs. 200 per connection per month | 2.52
2009-10,General,252,Continuous Industry (on express feeder),Rs.150 per kVA per month,,5.27,,Continuous Industry (on express feeder) | Rs.150 per kVA per month | 5.27
2009-10,General,252,Non-continuous Industry (not on express feeder),Rs.150 per kVA per month,,4.8,,Non-continuous Industry (not on express feeder) | Rs.150 per kVA per month | 4.80
2009-10,General,252,Seasonal Industry,Rs.150 per kVA per month,,5.9,,Seasonal Industry | Rs.150 per kVA per month | 5.90
2009-10,LT_Commercial,254,(i) Educational institutions & hospitals,Rs 150 per kVA per month,,7.65,,(i) Educational institutions & hospitals | Rs 150 per kVA per month | 7.65
2009-10,LT_Commercial,254,(ii) Others,,,7.95,,(ii) Others | 7.95
2009-10,HT_Commercial,255,(iii) Educational institutions & hospitals,Rs 150 per kVA per month,,7.15,,(iii) Educational institutions & hospitals | Rs 150 per kVA per month | 7.15
2009-10,HT_Commercial,255,(iv) Others,,,7.45,,(iv) Others | 7.45
2009-10,HT_Commercial,255,HT III - Railway Traction,,,5.8,,HT III - Railway Traction | 5.80
2009-10,LT_Agriculture,256,Express Feeders,Rs. 150 per kVA per month,,3.75,,Express Feeders | Rs. 150 per kVA per month | 3.75
2009-10,LT_Agriculture,256,Non- Express Feeders,,,3.6,,Non- Express Feeders | 3.60
2009-10,LT_Agriculture,256,All Units,Rs. 25 per kVA per month,,2.15,,All Units | Rs. 25 per kVA per month | 2.15
2009-10,LT_Residential,257,Group Housing Society,Rs. 125 per kVA per month,,3.72,,Group Housing Society | Rs. 125 per kVA per month | 3.72
2009-10,LT_Residential,257,Commercial Complex,,,6.3,,Commercial Complex | 6.30
2009-10,LT_Residential,257,All Units,Rs. 100 per kVA per month,,2.62,,All Units | Rs. 100 per kVA per month | 2.62
2009-10,HT_Agriculture,258,Temporary Supply - All units,Rs. 200 per connection per month,,10.12,,Temporary Supply - All units | Rs. 200 per connection per month | 10.12
2009-10,General,261,Sl.,0.855 to 0.864,,0.86,,5 | 0.855 to 0.864 | 0.86 | 5%
2009-10,General,261,Sl.,0.845 to 0.854,,0.85,,6 | 0.845 to 0.854 | 0.85 | 6%
2009-10,General,261,Sl.,0.835 to 0.844,,0.84,,7 | 0.835 to 0.844 | 0.84 | 7%
2009-10,General,261,Sl.,0.825 to 0.834,,0.83,,8 | 0.825 to 0.834 | 0.83 | 8%
2009-10,General,261,Sl.,0.815 to 0.824,,0.82,,9 | 0.815 to 0.824 | 0.82 | 9%
2009-10,General,261,Sl.,0.805 to 0.814,,0.81,,10 | 0.805 to 0.814 | 0.81 | 10%
2009-10,LT_Commercial,262,Sl.,Payment after due date up to 3 months ( 0-3),,12.0,,1 | Payment after due date up to 3 months ( 0-3) | 12
2009-10,LT_Commercial,262,Sl.,Payment made after 3 months and before 6 months (3-6),,15.0,,2 | Payment made after 3 months and before 6 months (3-6) | 15
2009-10,LT_Commercial,262,Sl.,Payment made after 6 months (>6),,18.0,,3 | Payment made after 6 months (>6) | 18
