FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2019-20,General,172,Sr. No.,GMR Warora,1260.62,70.19,0.56,"4 | GMR Warora | 1,260.62 | 70.19 | 0.56"
2019-20,General,172,Sr. No.,RIPL,4347.12,153.42,0.35,"5 | RIPL | 4,347.12 | 153.42 | 0.35"
2019-20,General,172,Sr. No.,Total,29753.23,1373.89,0.46,"6 | Total | 29,753.23 | 1373.89 | 0.46"
2019-20,General,172,Sr. No.,JSW,1998.6,40.51,0.2,"1 | JSW | 1,998.60 | 40.51 | 0.20"
2019-20,General,172,Sr. No.,CGPL,4854.0,140.13,0.29,"2 | CGPL | 4,854.00 | 140.13 | 0.29"
2019-20,General,172,Sr. No.,Adani Power,21140.45,617.58,0.29,"3 | Adani Power | 21,140.45 | 617.58 | 0.29 | 1,786.00 | 0.84 | 102.22 | 0.05"
2019-20,General,172,Sr. No.,GMR Warora,1313.25,70.34,0.54,"4 | GMR Warora | 1,313.25 | 70.34 | 0.54 | 11.5 | 0.09 | 8.39 | 0.06"
2019-20,General,172,Sr. No.,RIPL,3717.12,127.66,0.34,"5 | RIPL | 3,717.12 | 127.66 | 0.34 | 31.9 | 0.09"
2019-20,General,172,Sr. No.,Total,33023.42,996.22,0.3,"6 | Total | 33,023.42 | 996.22 | 0.3 | 1,797.50 | 0.54 | 142.51 | 0.04"
2019-20,General,175,IPP and UMPP Total,"29,753",,29753.0,,"IPP and UMPP Total | 29,753 | 10,665 | 3.58 | 29,753 | 11,058 | 3.72 | 29,753 | 11,058 | 3.72"
2019-20,General,175,IPP and UMPP Total,4.19,,33023.0,,"IPP and UMPP Total | 29,113.0 | 10,409 | 3.58 | 33,023 | 13,834 | 4.19 | 33,023 | 13,834 | 4.19"
2019-20,General,180,KAPP,3.70,,-20.7,,KAPP | -20.70 | -7.67 | 3.70 | -20.70 | -7.67 | 3.70
2019-20,General,180,TAPP 1&2,2.10,,539.16,,TAPP 1&2 | 539.16 | 113.36 | 2.10 | 539.16 | 113.36 | 2.10
2019-20,General,180,TAPP 3&4,3.11,,2072.2,,"TAPP 3&4 | 2,072.20 | 644.41 | 3.11 | 2,072.20 | 644.41 | 3.11"
2019-20,General,180,SSP,2.05,,245.6,,SSP | 245.60 | 50.42 | 2.05 | 245.60 | 50.42 | 2.05
2019-20,General,180,Pench,2.04,,50.68,,Pench | 50.68 | 10.36 | 2.04 | 50.68 | 10.36 | 2.04
2019-20,General,180,Dodson I,1.65,,53.11,,Dodson I | 53.11 | 8.78 | 1.65 | 53.11 | 8.78 | 1.65
2019-20,General,180,Dodson II,4.46,,29.42,,Dodson II | 29.42 | 13.12 | 4.46 | 29.42 | 13.12 | 4.46
2019-20,General,180,Renewable - Solar,7.84,,816.63,,Renewable - Solar | 816.63 | 640.57 | 7.84 | 816.63 | 640.57 | 7.84
2019-20,General,180,Renewable - Non- Solar,5.48,,10371.09,,"Renewable - Non- Solar | 10,371.09 | 5,684.19 | 5.48 | 10,371.09 | 5,684.19 | 5.48"
2019-20,General,180,Hydro (including GHATGHAR),2.03,,3414.88,,"Hydro (including GHATGHAR) | 3,414.88 | 693.34 | 2.03 | 3,414.88 | 693.34 | 2.03"
2019-20,General,180,BHUSAWAL,4.57,,533.23,,BHUSAWAL | 533.23 | 243.73 | 4.57 | 533.23 | 243.73 | 4.57
2019-20,General,180,BHUSAWAL 4 & 5,4.56,,5623.67,,"BHUSAWAL 4 & 5 | 5,623.67 | 2,561.69 | 4.56 | 5,623.67 | 2,561.69 | 4.56"
2019-20,General,180,KHAPARKHEDA - 1to 4,3.62,,2815.27,,"KHAPARKHEDA - 1to 4 | 2,815.27 | 1,018.35 | 3.62 | 2,815.27 | 1,018.35 | 3.62"
2019-20,General,180,KHAPARKHEDA 5,3.97,,2815.33,,"KHAPARKHEDA 5 | 2,815.33 | 1,116.65 | 3.97 | 2,815.33 | 1,116.65 | 3.97"
2019-20,General,180,"NASHIK- 3,4 & 5",4.75,,2580.14,,"NASHIK- 3,4 & 5 | 2,580.14 | 1,225.42 | 4.75 | 2,580.14 | 1,225.42 | 4.75"
2019-20,General,180,CHANDRAPUR - 1 to 7,2.86,,8068.62,,"CHANDRAPUR - 1 to 7 | 8,068.62 | 2,310.92 | 2.86 | 8,068.62 | 2,310.92 | 2.86"
2019-20,General,180,PARAS UNIT- 3 & 4,4.04,,2808.8,,"PARAS UNIT- 3 & 4 | 2,808.80 | 1,134.59 | 4.04 | 2,808.80 | 1,134.59 | 4.04"
2019-20,General,180,"PARLI - 3, 4 & 5",-19.92,,-13.4,,"PARLI - 3, 4 & 5 | -13.40 | 26.68 | -19.92 | -13.40 | 26.68 | -19.92"
2019-20,General,180,PARLI UNIT- 6 & 7,5.06,,1985.04,,"PARLI UNIT- 6 & 7 | 1,985.04 | 1,004.66 | 5.06 | 1,985.04 | 1,004.66 | 5.06"
2019-20,General,180,"KORADI - 5, 6 & 7",3.40,,376.14,,"KORADI - 5, 6 & 7 | 376.14 | 127.78 | 3.40 | 376.14 | 127.78 | 3.40"
2019-20,General,180,GTPS URAN,2.12,,3119.86,,"GTPS URAN | 3,119.86 | 660.92 | 2.12 | 3,119.86 | 660.92 | 2.12"
2019-20,General,180,Parli replacement U 8,5.93,,752.02,,Parli replacement U 8 | 752.02 | 445.63 | 5.93 | 752.02 | 445.63 | 5.93
2019-20,General,180,Chandrapur 8,4.08,,2620.6,,"Chandrapur 8 | 2,620.60 | 1,068.57 | 4.08 | 2,620.60 | 1,068.57 | 4.08"
2019-20,General,180,Chandrapur 9,3.65,,3088.24,,"Chandrapur 9 | 3,088.24 | 1,127.25 | 3.65 | 3,088.24 | 1,127.25 | 3.65"
2019-20,General,180,Koradi R U-8,4.07,,2877.26,,"Koradi R U-8 | 2,877.26 | 1,170.27 | 4.07 | 2,877.26 | 1,170.27 | 4.07"
2019-20,General,180,Koradi 9,4.23,,2445.96,,"Koradi 9 | 2,445.96 | 1,034.18 | 4.23 | 2,445.96 | 1,034.18 | 4.23"
2019-20,General,180,Koradi10,3.84,,2931.22,,"Koradi10 | 2,931.22 | 1,124.17 | 3.84 | 2,931.22 | 1,124.17 | 3.84"
2019-20,General,180,Others,,-689.47,-689.47,,Others | -689.47 | -689.47
2019-20,General,180,KSTPS,1.58,,4815.38,,"KSTPS | 4,815.38 | 758.46 | 1.58 | 4,815.38 | 758.46 | 1.58"
2019-20,General,180,KSTPS III,2.81,,975.88,,KSTPS III | 975.88 | 274.67 | 2.81 | 975.88 | 274.67 | 2.81
2019-20,General,180,VSTP I,1.82,,3170.62,,"VSTP I | 3,170.62 | 576.59 | 1.82 | 3,170.62 | 576.59 | 1.82"
2019-20,General,180,VSTP II,2.23,,2610.39,,"VSTP II | 2,610.39 | 582.55 | 2.23 | 2,610.39 | 582.55 | 2.23"
2019-20,General,180,VSTP III,2.56,,2236.53,,"VSTP III | 2,236.53 | 572.15 | 2.56 | 2,236.53 | 572.15 | 2.56"
2019-20,General,180,VSTP IV,3.12,,2316.97,,"VSTP IV | 2,316.97 | 723.92 | 3.12 | 2,316.97 | 723.92 | 3.12"
2019-20,General,180,VSTP V,3.06,,1356.46,,"VSTP V | 1,356.46 | 414.83 | 3.06 | 1,356.46 | 414.83 | 3.06"
2019-20,General,180,KAWAS,1.84,,650.4,,KAWAS | 650.40 | 119.69 | 1.84 | 650.40 | 119.69 | 1.84
2019-20,General,181,GANDHAR,3.81,,852.14,,GANDHAR | 852.14 | 324.46 | 3.81 | 852.14 | 324.46 | 3.81
2019-20,General,181,KhSTPS-II,3.65,,855.3,,KhSTPS-II | 855.30 | 312.41 | 3.65 | 855.30 | 312.41 | 3.65
2019-20,General,181,SIPAT TPS 2,2.60,,2126.78,,"SIPAT TPS 2 | 2,126.78 | 553.40 | 2.60 | 2,126.78 | 553.40 | 2.60"
2019-20,General,181,SIPAT TPS 1,2.63,,4363.02,,"SIPAT TPS 1 | 4,363.02 | 1,148.78 | 2.63 | 4,363.02 | 1,148.78 | 2.63"
2019-20,General,181,Mauda,5.45,,1949.76,,"Mauda | 1,949.76 | 1,063.46 | 5.45 | 1,949.76 | 1,063.46 | 5.45"
2019-20,General,181,Mauda II,4.54,,1094.34,,"Mauda II | 1,094.34 | 497.10 | 4.54 | 1,094.34 | 497.10 | 4.54"
2019-20,General,181,KhSTPS-I/FSTPS-I,,-10.07,-10.07,,KhSTPS-I/FSTPS-I | -10.07 | -10.07
2019-20,General,181,NTPC solapur,5.83,,597.51,,NTPC solapur | 597.51 | 348.06 | 5.83 | 597.51 | 348.06 | 5.83
2019-20,General,181,RRAS,,-17.76,-17.76,,RRAS | -17.76 | -17.76
2019-20,General,181,NTPC NVVN Coal,2.87,,144.79,,NTPC NVVN Coal | 144.79 | 41.63 | 2.87 | 144.79 | 41.63 | 2.87
2019-20,General,181,IPP - JSW,2.89,,1898.92,,"IPP - JSW | 1,898.92 | 548.18 | 2.89 | 1,898.92 | 548.18 | 2.89"
2019-20,General,181,Adani power 125 MW,3.84,,830.42,,Adani power 125 MW | 830.42 | 318.72 | 3.84 | 830.42 | 318.72 | 3.84
2019-20,General,181,Adani power 1320 MW,3.68,,6293.89,,"Adani power 1320 MW | 6,293.89 | 2,313.20 | 3.68 | 6,293.89 | 2,313.20 | 3.68"
2019-20,General,181,Adani power 1200 MW,3.84,,7972.06,,"Adani power 1200 MW | 7,972.06 | 3,059.73 | 3.84 | 7,972.06 | 3,059.73 | 3.84"
2019-20,General,181,Adani power 440 MW,4.42,,2160.15,,"Adani power 440 MW | 2,160.15 | 954.76 | 4.42 | 2,160.15 | 954.76 | 4.42"
2019-20,General,181,EMCO Power,3.93,,1260.62,,"EMCO Power | 1,260.62 | 495.17 | 3.93 | 1,260.62 | 495.17 | 3.93"
2019-20,General,181,Rattanindia Amravati,4.96,,4347.12,,"Rattanindia Amravati | 4,347.12 | 2,157.24 | 4.96 | 4,347.12 | 2,157.24 | 4.96"
2019-20,General,181,CGPL,2.43,,4990.04,,"CGPL | 4,990.04 | 1,210.93 | 2.43 | 4,990.04 | 1,210.93 | 2.43"
2019-20,General,181,RGPPL,,36.36,36.36,,RGPPL | 36.36 | 36.36
2019-20,General,181,Renewable Energy Certificate,,482.53,482.53,,Renewable Energy Certificate | 482.53 | 482.53
2019-20,General,181,Short term power,3.69,,4056.25,,"Short term power | 4,056.25 | 1,495.37 | 3.69 | 4,056.25 | 1,495.37 | 3.69"
2019-20,General,181,FBSM,,,-1413.85,,"FBSM | -1,413.85 | -267.21 | -1,413.85 | -267.21"
2019-20,General,181,Intra State Purchase,,4.57,4.57,,Intra State Purchase | 4.57 | 4.57
2019-20,General,181,Short provision for PP,,430.56,430.56,,Short provision for PP | 430.56 | 430.56
2019-20,General,181,Other Adjustments,,57.65,57.65,,Other Adjustments | 57.65 | 57.65
2019-20,General,181,PGCIL Charges &posoco wrldc,,2580.16,2580.16,,"PGCIL Charges &posoco wrldc | 2,580.16 | 2,580.16"
2019-20,General,181,Reactive Charges,,-22.2,-22.2,,Reactive Charges | -22.20 | -22.20
2019-20,General,181,Rebate,,-280.31,-280.31,,Rebate | -280.31 | -280.31
2019-20,General,181,Rebate,,,125511.99,,"Total Power Purchase | 125,511.99 | 48,422.63 | 3.86 | 125,511.99 | 48,422.63 | 3.86"
2019-20,General,181,Unknown,2.33,,297.68,,KAPP | 297.68 | 69.48 | 2.33 | 297.68 | 69.48 | 2.33
2019-20,General,181,Unknown,2.07,,1048.05,,"TAPP 1&2 | 1,048.05 | 217.34 | 2.07 | 1,048.05 | 217.34 | 2.07"
2019-20,General,181,Unknown,3.12,,3129.59,,"TAPP 3&4 | 3,129.59 | 976.33 | 3.12 | 3,129.59 | 976.33 | 3.12"
2019-20,General,182,Unknown,2.05,,153.63,,SSP | 153.63 | 31.49 | 2.05 | 153.63 | 31.49 | 2.05
2019-20,General,182,Unknown,2.05,,43.71,,Pench | 43.71 | 8.96 | 2.05 | 43.71 | 8.96 | 2.05
2019-20,General,182,Unknown,1.68,,55.32,,Dodson I | 55.32 | 9.28 | 1.68 | 55.32 | 9.28 | 1.68
2019-20,General,182,Unknown,6.74,,22.7,,Dodson II | 22.70 | 15.30 | 6.74 | 22.70 | 15.30 | 6.74
2019-20,General,182,Unknown,5.87,,1959.47,,"Renewable - Solar | 1,959.47 | 1,150.47 | 5.87 | 1,959.47 | 1,150.47 | 5.87"
2019-20,General,182,Unknown,5.69,,11598.97,,"Renewable - Non- Solar | 11,598.97 | 6,595.09 | 5.69 | 11,598.97 | 6,595.09 | 5.69"
2019-20,General,182,Unknown,1.38,,3725.8,,"Hydro (including | 3,725.80 | 515.42 | 1.38 | 3,725.80 | 515.42 | 1.38"
2019-20,General,182,Unknown,7.75,,179.23,,BHUSAWAL - 3 | 179.23 | 138.82 | 7.75 | 179.23 | 138.82 | 7.75
2019-20,General,182,Unknown,4.64,,5974.11,,"BHUSAWAL 4 & 5 | 5,974.11 | 2,771.11 | 4.64 | 5,974.11 | 2,771.11 | 4.64"
2019-20,General,182,Unknown,3.58,,4008.0,,"KHAPARKHEDA - 1to 4 | 4,008.00 | 1,433.84 | 3.58 | 4,008.00 | 1,433.84 | 3.58"
2019-20,General,182,Unknown,4.15,,2805.0,,"KHAPARKHEDA 5 | 2,805.00 | 1,162.85 | 4.15 | 2,805.00 | 1,162.85 | 4.15"
2019-20,General,182,Unknown,5.37,,2057.29,,"NASHIK- 3,4 & 5 | 2,057.29 | 1,105.11 | 5.37 | 2,057.29 | 1,105.11 | 5.37"
2019-20,General,182,Unknown,3.24,,8734.27,,"CHANDRAPUR - 3 to 7 | 8,734.27 | 2,828.71 | 3.24 | 8,734.27 | 2,828.71 | 3.24"
2019-20,General,182,Unknown,4.36,,2352.3,,"PARAS UNIT-3 & 4 | 2,352.30 | 1,026.03 | 4.36 | 2,352.30 | 1,026.03 | 4.36"
2019-20,General,182,Unknown,-12.33,,-14.21,,PARLI -4 & 5 | -14.21 | 17.53 | -12.33 | -14.21 | 17.53 | -12.33
2019-20,General,182,Unknown,6.43,,1353.22,,"PARLI UNIT-6 & 7 | 1,353.22 | 870.28 | 6.43 | 1,353.22 | 870.28 | 6.43"
2019-20,General,182,Unknown,3.87,,403.92,,KORADI - 6 & 7 | 403.92 | 156.34 | 3.87 | 403.92 | 156.34 | 3.87
2019-20,General,182,Unknown,2.65,,2505.9,,"GTPS URAN | 2,505.90 | 663.72 | 2.65 | 2,505.90 | 663.72 | 2.65"
2019-20,General,182,Unknown,6.35,,1182.73,,"Parli replacement U 8 | 1,182.73 | 751.59 | 6.35 | 1,182.73 | 751.59 | 6.35"
2019-20,General,182,Unknown,4.66,,3021.42,,"Chandrapur 8 | 3,021.42 | 1,407.22 | 4.66 | 3,021.42 | 1,407.22 | 4.66"
2019-20,General,182,Unknown,4.19,,2932.76,,"Chandrapur 9 | 2,932.76 | 1,227.54 | 4.19 | 2,932.76 | 1,227.54 | 4.19"
2019-20,General,182,Unknown,5.48,,2248.92,,"Koradi R U-8 | 2,248.92 | 1,232.16 | 5.48 | 2,248.92 | 1,232.16 | 5.48"
2019-20,General,182,Unknown,4.08,,2620.42,,"Koradi 9 | 2,620.42 | 1,068.69 | 4.08 | 2,620.42 | 1,068.69 | 4.08"
2019-20,General,182,Unknown,4.24,,2401.08,,"Koradi10 | 2,401.08 | 1,017.59 | 4.24 | 2,401.08 | 1,017.59 | 4.24"
2019-20,General,182,Unknown,,-0.12,-0.12,,Others | -0.12 | -0.12
2019-20,General,182,Unknown,,2.22,2.22,,MSPGCL Infirm | 2.22 | 2.22
2019-20,General,182,Unknown,,,795.58,,MSPGCL Case IV (Dhariwal) | 795.58 | 214.47 | 795.58 | 214.47
2019-20,General,182,Unknown,,,135.72,,MSPGCL Case IV (IEPL) | 135.72 | 37.40 | 135.72 | 37.40
2019-20,General,182,Unknown,2.05,,4486.14,,"KSTPS | 4,486.14 | 918.08 | 2.05 | 4,486.14 | 918.08 | 2.05"
2019-20,General,182,Unknown,2.67,,909.86,,KSTPS III | 909.86 | 242.94 | 2.67 | 909.86 | 242.94 | 2.67
2019-20,General,182,Unknown,2.52,,2987.05,,"VSTP I | 2,987.05 | 752.38 | 2.52 | 2,987.05 | 752.38 | 2.52"
2019-20,General,182,Unknown,2.27,,2457.5,,"VSTP II | 2,457.50 | 558.57 | 2.27 | 2,457.50 | 558.57 | 2.27"
2019-20,General,182,Unknown,2.57,,2093.61,,"VSTP III | 2,093.61 | 538.64 | 2.57 | 2,093.61 | 538.64 | 2.57"
2019-20,General,182,Unknown,3.06,,2261.74,,"VSTP IV | 2,261.74 | 692.61 | 3.06 | 2,261.74 | 692.61 | 3.06"
2019-20,General,182,Unknown,3.21,,1169.71,,"VSTP V | 1,169.71 | 375.06 | 3.21 | 1,169.71 | 375.06 | 3.21"
2019-20,General,182,Unknown,4.51,,669.21,,KAWAS | 669.21 | 301.96 | 4.51 | 669.21 | 301.96 | 4.51
2019-20,General,182,Unknown,6.30,,395.48,,GANDHAR | 395.48 | 249.10 | 6.30 | 395.48 | 249.10 | 6.30
2019-20,General,182,Unknown,3.33,,979.29,,KhSTPS-II | 979.29 | 325.93 | 3.33 | 979.29 | 325.93 | 3.33
2019-20,General,182,Unknown,2.53,,2053.74,,"SIPAT TPS 2 | 2,053.74 | 518.83 | 2.53 | 2,053.74 | 518.83 | 2.53"
2019-20,General,183,Unknown,2.56,,4208.71,,"SIPAT TPS 1 | 4,208.71 | 1,076.76 | 2.56 | 4,208.71 | 1,076.76 | 2.56"
2019-20,General,183,Unknown,6.11,,1725.29,,"Mauda | 1,725.29 | 1,054.08 | 6.11 | 1,725.29 | 1,054.08 | 6.11"
2019-20,General,183,Unknown,4.95,,2297.29,,"Mauda II | 2,297.29 | 1,137.99 | 4.95 | 2,297.29 | 1,137.99 | 4.95"
2019-20,General,183,Unknown,9.84,,823.08,,NTPC solapur | 823.08 | 809.75 | 9.84 | 823.08 | 809.75 | 9.84
2019-20,General,183,Unknown,,-35.74,-35.74,,RRAS | -35.74 | -35.74
2019-20,General,183,Unknown,3.08,,147.47,,NTPC NVVN Coal | 147.47 | 45.36 | 3.08 | 147.47 | 45.36 | 3.08
2019-20,General,183,Unknown,3.44,,1998.6,,"IPP - JSW | 1,998.60 | 686.59 | 3.44 | 1,998.60 | 686.59 | 3.44"
2019-20,General,183,Unknown,4.15,,920.55,,Adani power 125 MW | 920.55 | 382.23 | 4.15 | 920.55 | 382.23 | 4.15
2019-20,General,183,Unknown,2.60,,8858.69,,"Adani power 1320 MW | 8,858.69 | 2,299.53 | 2.60 | 8,858.69 | 2,299.53 | 2.60"
2019-20,General,183,Unknown,6.03,,8837.25,,"Adani power 1200 MW | 8,837.25 | 5,326.97 | 6.03 | 8,837.25 | 5,326.97 | 6.03"
2019-20,General,183,Unknown,4.43,,2523.96,,"Adani power 440 MW | 2,523.96 | 1,118.14 | 4.43 | 2,523.96 | 1,118.14 | 4.43"
2019-20,General,183,Unknown,4.52,,1313.25,,"EMCO Power | 1,313.25 | 593.76 | 4.52 | 1,313.25 | 593.76 | 4.52"
2019-20,General,183,Unknown,5.30,,3717.12,,"Rattanindia Amravati | 3,717.12 | 1,970.07 | 5.30 | 3,717.12 | 1,970.07 | 5.30"
2019-20,General,183,Unknown,3.00,,4854.0,,"CGPL | 4,854.00 | 1,456.84 | 3.00 | 4,854.00 | 1,456.84 | 3.00"
2019-20,General,183,Unknown,,154.56,154.56,,Renewable Energy Cerificate | 154.56 | 154.56
2019-20,General,183,Unknown,4.77,,6022.64,,"Short term power | 6,022.64 | 2,870.47 | 4.77 | 6,022.64 | 2,870.47 | 4.77"
2019-20,General,183,Unknown,,,9.03,,"FBSM | 9.03 | -1,006.07 | 9.03 | -1,006.07"
2019-20,General,183,Unknown,,6.26,6.26,,Intra State Purchase | 6.26 | 6.26
2019-20,General,183,Unknown,,-287.05,-287.05,,Short provision for PP | -287.05 | -287.05
2019-20,General,183,Unknown,,-354.61,-354.61,,Other Adjsutments | -354.61 | -354.61
2019-20,General,183,Unknown,,2856.89,2856.89,,"PGCIL Charges &posoco | 2,856.89 | 2,856.89"
2019-20,General,183,Unknown,,-48.13,-48.13,,Reactive Charges | -48.13 | -48.13
2019-20,General,183,Rebate,,-50.68,-50.68,,Rebate | -50.68 | -50.68
2019-20,General,183,Rebate,,136452.8,56260.34,4.12,"Total Power Purchase | 136,452.80 | 56,260.34 | 4.12 | 136,452.80 | 56,260.34 | 4.12"
2019-20,General,183,Intra-State Transmission Charges,"4,796.64",4796.64,4288.4,4760.61,"Intra-State Transmission Charges | 4,796.64 | 4,796.64 | 4,288.40 | 4,760.61 | 472.21"
2019-20,General,183,MSLDC Charges,15.53,15.53,14.12,14.89,MSLDC Charges | 15.53 | 15.53 | 14.12 | 14.89 | 0.77
2019-20,General,217,Bad debts provision for wires business,49.15,68.07,2.63,73.26,Bad debts provision for wires business | 49.15 | 68.07 | 2.63 | 73.26
2019-20,General,217,Bad debt provision for retail supply business,442.37,612.66,23.69,659.37,Bad debt provision for retail supply business | 442.37 | 612.66 | 23.69 | 659.37
2019-20,General,217,Bad Debt Provision,491.53,680.73,26.32,732.63,Bad Debt Provision | 491.53 | 680.73 | 26.32 | 732.63
2019-20,LT_Residential,228,Total Revenue as per Accounts (Note 28),,66311.84,73210.76,,"Total Revenue as per Accounts (Note 28) | 66,311.84 | 73,210.76"
2019-20,LT_Residential,228,Less: Regulatory Income,,,4555.03,,"Less: Regulatory Income | 4,555.03"
2019-20,LT_Residential,228,Total Revenue without Regulatory Income,,61756.81,73210.76,,"Total Revenue without Regulatory Income | 61,756.81 | 73,210.76"
2019-20,LT_Residential,228,Add: PPD claimed separately,,242.4,287.38,,Add: PPD claimed separately | 242.40 | 287.38
2019-20,LT_Residential,228,Total Revenue excl. PPD,,61999.21,73498.15,,"Total Revenue excl. PPD | 61,999.21 | 73,498.15"
2019-20,LT_Residential,228,Income from Open Access,,546.56,387.11,,Income from Open Access | 546.56 | 387.11
2019-20,LT_Residential,228,Income from Additional Surcharge,,118.88,108.44,,Income from Additional Surcharge | 118.88 | 108.44
2019-20,LT_Residential,228,Income from Traders,,186.27,408.82,,Income from Traders | 186.27 | 408.82
2019-20,LT_Residential,228,Income from Wheeling Charges,,1.46,1.79,,Income from Wheeling Charges | 1.46 | 1.79
2019-20,LT_Residential,228,Total,,853.18,906.16,,Total | 853.18 | 906.16
2019-20,LT_Residential,228,Revenue from Sale of Power Form 13,,61146.03,72591.72,,"Revenue from Sale of Power Form 13 | 61,146.03 | 72,591.72"
2019-20,LT_Residential,228,Unknown,LT-I BPL & Domestic,12084.0,13366.0,,"LT-I BPL & Domestic | 12084 | 13,366"
2019-20,LT_Residential,228,Unknown,LT II Commercial,5588.0,6591.0,,"LT II Commercial | 5588 | 6,591"
2019-20,LT_Residential,228,Unknown,LT III PWW,262.0,345.0,,LT III PWW | 262 | 345
2019-20,LT_Residential,228,Unknown,LT IV Agriculture,8693.0,11775.0,,"LT IV Agriculture | 8693 | 11,775"
2019-20,LT_Residential,228,Unknown,LT V Industrial,4525.0,5517.0,,"LT V Industrial | 4525 | 5,517"
2019-20,LT_Residential,228,Unknown,LT VI Street Lighting,387.0,1214.0,,"LT VI Street Lighting | 387 | 1,214"
2019-20,LT_Residential,228,LT-IV(A) - Grampanchayat Street Light,,,654.0,,LT-IV(A) - Grampanchayat Street Light | 654
2019-20,LT_Residential,228,LT-IV(A) - Grampanchayat Street Light,LT VII -(B)Temporary Others,20.0,34.0,,LT VII -(B)Temporary Others | 20 | 34
2019-20,LT_Residential,228,LT-IV(A) - Grampanchayat Street Light,LT VIII Advertisement & Hoarding,6.0,8.0,,LT VIII Advertisement & Hoarding | 6 | 8
2019-20,LT_Residential,228,LT-IV(A) - Grampanchayat Street Light,LT IX Crematorium & Burila Grounds,0.0,1.0,,LT IX Crematorium & Burila Grounds | 0 | 1
2019-20,LT_Residential,229,Unknown,LT X Public Service,331.0,418.0,,LT X Public Service | 331 | 418
2019-20,LT_Residential,229,Unknown,LT XI Charging Station,,0.0,,LT XI Charging Station | 0
2019-20,LT_Residential,229,Unknown,HT II Commercial,2292.0,2426.0,,"HT II Commercial | 2292 | 2,426"
2019-20,LT_Residential,229,Unknown,HT I Industrial,20379.0,24593.0,,"HT I Industrial | 20379 | 24,593"
2019-20,LT_Residential,229,Unknown,HT III Railway Traction,43.0,47.0,,HT III Railway Traction | 43 | 47
2019-20,LT_Residential,229,Unknown,HT IV PWW,917.0,1153.0,,"HT IV PWW | 917 | 1,153"
2019-20,LT_Residential,229,Unknown,HT V Agriculture,396.0,650.0,,HT V Agriculture | 396 | 650
2019-20,LT_Residential,229,Unknown,HT VI Group Housing,149.0,206.0,,HT VI Group Housing | 149 | 206
2019-20,LT_Residential,229,Unknown,HT VIII Temporary Supply Religious,0.0,0.0,,HT VIII Temporary Supply Religious | 0 | 0
2019-20,LT_Residential,229,Unknown,HT VIII Temporary Supply Others,6.0,7.0,,HT VIII Temporary Supply Others | 6 | 7
